@relation wekipagesClassify

@attribute location numeric
@attribute person numeric
@attribute organization numeric
@attribute money numeric
@attribute percent numeric
@attribute date numeric
@attribute time numeric
@attribute capitalization numeric
@attribute plural numeric
@attribute notAlpha numeric
@attribute properNoun numeric
@attribute dbFeature numeric
@attribute startNNP numeric
@attribute dtNNvbz numeric
@attribute class {class, instance}

@data
0,0,1,0,0,0,0,1,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,1,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,1,0,1,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,96,0,0,class
1,0,1,0,0,0,0,1,0,1,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,1,0,0,0,0,0,0,class
0,0,1,0,0,0,0,1,1,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
1,0,0,0,0,0,0,1,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,1,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,1,class
0,0,0,0,0,0,0,0,0,0,1,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,1,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,1,class
1,0,0,0,0,0,0,0,0,0,1,2,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,1,1,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,1,0,1,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,1,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
1,0,0,0,0,0,0,1,0,1,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
1,0,0,0,0,0,0,0,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,1,0,0,0,instance
0,0,0,0,0,0,0,0,0,1,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,1,0,1,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,1,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,1,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,1,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,1,0,1,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,1,0,0,0,0,0,0,0,1,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,15,0,1,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,1,class
0,0,0,0,0,0,0,1,0,1,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,17,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,1,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,1,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,1,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
1,0,0,0,0,0,0,0,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,1,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,1,class
0,0,0,0,0,1,0,0,0,1,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,3,0,1,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,1,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,0,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
1,0,0,0,0,0,0,0,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,6,0,0,class
0,1,0,0,0,0,0,0,0,1,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,1,0,0,class
0,0,1,0,0,0,0,1,1,0,0,0,1,0,instance
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,1,class
0,0,0,0,0,0,0,0,1,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,1,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,2,0,0,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,2,0,1,class
0,0,0,0,0,0,0,0,1,0,1,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,1,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,2,0,0,class
1,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,0,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,1,0,0,0,0,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,1,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,1,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,0,0,1,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,1,0,1,class
0,0,0,0,0,0,0,0,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,4,0,1,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,6,0,1,class
0,0,1,0,0,0,0,1,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,1,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,1,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,22,0,0,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,1,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,5,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
1,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,197,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,1,class
0,1,0,0,0,0,0,0,0,1,0,0,1,0,instance
0,0,0,0,0,0,0,1,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,1,0,0,0,0,0,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,1,class
0,0,0,0,0,0,0,0,0,0,1,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,1,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,1,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
1,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,3,0,1,class
0,0,0,0,0,1,0,1,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
1,0,0,0,0,0,0,1,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,1,0,1,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,35,0,1,class
0,0,0,0,0,0,0,0,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,1,0,1,0,0,0,0,instance
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,123,0,1,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,0,0,1,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,12,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
1,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,160,0,0,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
1,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,1,0,0,0,1,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,1,0,1,class
0,1,0,0,0,0,0,1,0,1,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,1,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,198,0,1,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,1,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,8,0,0,class
0,0,1,0,0,0,0,1,0,1,0,0,1,0,instance
0,0,0,0,0,0,0,1,0,0,0,0,0,0,class
0,1,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,1,0,1,class
0,0,0,0,0,0,0,0,1,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,1,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,33,0,1,class
1,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,5,0,1,class
1,0,0,0,0,0,0,1,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,1,0,0,0,class
0,0,0,0,0,0,0,0,1,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,64,0,0,class
0,0,0,0,0,0,0,0,0,1,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,1,2793,0,0,class
1,0,0,0,0,0,0,1,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,1,0,1,0,0,0,instance
0,0,0,0,0,0,0,1,1,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,0,0,1,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
1,0,0,0,0,0,0,0,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,2,0,1,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
1,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,1,1,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,1,0,1,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,1,0,0,0,1,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
1,0,0,0,0,0,0,0,0,0,0,0,1,0,instance
0,0,1,0,0,0,0,1,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,1,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,1,class
0,0,0,0,0,0,0,0,0,1,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,20,0,1,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,1,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,1,0,0,0,0,0,1,0,0,0,0,1,0,instance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,class
0,0,0,0,0,0,0,0,0,0,0,1,0,0,class
0,0,1,0,0,0,0,1,0,0,0,0,0,0,instance
0,0,1,0,0,0,0,0,0,1,0,0,0,0,instance
